epoch,train_loss,val_accuracy,val_macro_f1
1,0.9326701994857861,0.8255555555555556,0.8245911648853076
2,0.42392803343303304,0.8533333333333334,0.852871734497638
3,0.29425696051279404,0.8622222222222222,0.8617080115686839
